2023-07-29 23:05:35,682 INFO    StreamThr :7830 [internal.py:wandb_internal():86] W&B internal server running at pid: 7830, started at: 2023-07-29 23:05:35.681769
2023-07-29 23:05:35,683 DEBUG   HandlerThread:7830 [handler.py:handle_request():144] handle_request: status
2023-07-29 23:05:35,690 INFO    WriterThread:7830 [datastore.py:open_for_write():85] open: /Users/vahid/GitHub/lc_qa_chat/wandb/run-20230729_230535-bs24ksx1/run-bs24ksx1.wandb
2023-07-29 23:05:35,691 DEBUG   SenderThread:7830 [sender.py:send():379] send: header
2023-07-29 23:05:35,703 DEBUG   SenderThread:7830 [sender.py:send():379] send: run
2023-07-29 23:05:36,194 INFO    SenderThread:7830 [dir_watcher.py:__init__():211] watching files in: /Users/vahid/GitHub/lc_qa_chat/wandb/run-20230729_230535-bs24ksx1/files
2023-07-29 23:05:36,194 INFO    SenderThread:7830 [sender.py:_start_run_threads():1122] run started: bs24ksx1 with start time 1690668335.682767
2023-07-29 23:05:36,194 DEBUG   SenderThread:7830 [sender.py:send_request():406] send_request: summary_record
2023-07-29 23:05:36,194 INFO    SenderThread:7830 [sender.py:_save_file():1376] saving file wandb-summary.json with policy end
2023-07-29 23:05:36,201 DEBUG   HandlerThread:7830 [handler.py:handle_request():144] handle_request: check_version
2023-07-29 23:05:36,202 DEBUG   SenderThread:7830 [sender.py:send_request():406] send_request: check_version
2023-07-29 23:05:37,199 INFO    Thread-12 :7830 [dir_watcher.py:_on_file_created():272] file/dir created: /Users/vahid/GitHub/lc_qa_chat/wandb/run-20230729_230535-bs24ksx1/files/wandb-summary.json
2023-07-29 23:05:39,453 DEBUG   HandlerThread:7830 [handler.py:handle_request():144] handle_request: run_start
2023-07-29 23:05:39,467 DEBUG   HandlerThread:7830 [system_info.py:__init__():31] System info init
2023-07-29 23:05:39,467 DEBUG   HandlerThread:7830 [system_info.py:__init__():46] System info init done
2023-07-29 23:05:39,467 INFO    HandlerThread:7830 [system_monitor.py:start():181] Starting system monitor
2023-07-29 23:05:39,468 INFO    SystemMonitor:7830 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-07-29 23:05:39,468 INFO    HandlerThread:7830 [system_monitor.py:probe():201] Collecting system info
2023-07-29 23:05:39,468 INFO    SystemMonitor:7830 [interfaces.py:start():190] Started cpu monitoring
2023-07-29 23:05:39,469 INFO    SystemMonitor:7830 [interfaces.py:start():190] Started disk monitoring
2023-07-29 23:05:39,469 DEBUG   HandlerThread:7830 [system_info.py:probe():195] Probing system
2023-07-29 23:05:39,469 INFO    SystemMonitor:7830 [interfaces.py:start():190] Started gpuapple monitoring
2023-07-29 23:05:39,472 INFO    SystemMonitor:7830 [interfaces.py:start():190] Started memory monitoring
2023-07-29 23:05:39,473 INFO    SystemMonitor:7830 [interfaces.py:start():190] Started network monitoring
2023-07-29 23:05:39,477 DEBUG   HandlerThread:7830 [system_info.py:_probe_git():180] Probing git
2023-07-29 23:05:39,494 DEBUG   HandlerThread:7830 [system_info.py:_probe_git():188] Probing git done
2023-07-29 23:05:39,495 DEBUG   HandlerThread:7830 [system_info.py:probe():240] Probing system done
2023-07-29 23:05:39,495 DEBUG   HandlerThread:7830 [system_monitor.py:probe():210] {'os': 'macOS-13.4.1-arm64-arm-64bit', 'python': '3.11.4', 'heartbeatAt': '2023-07-29T22:05:39.469450', 'startedAt': '2023-07-29T22:05:35.674097', 'docker': None, 'cuda': None, 'args': ('app:app', '--reload'), 'state': 'running', 'program': '/Users/vahid/GitHub/lc_qa_chat/venv/bin/uvicorn', 'codePath': 'venv/bin/uvicorn', 'git': {'remote': 'https://github.com/reachusama/lc_qa_chat.git', 'commit': 'fde8516785d8513c9c872800d3338dba957d0da3'}, 'email': 's4217641@glos.ac.uk', 'root': '/Users/vahid/GitHub/lc_qa_chat', 'host': 'Vahids-MacBook-Air.local', 'username': 'vahid', 'executable': '/Users/vahid/GitHub/lc_qa_chat/venv/bin/python3.11', 'cpu_count': 8, 'cpu_count_logical': 8, 'disk': {'total': 228.27386474609375, 'used': 8.440948486328125}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 8.0}}
2023-07-29 23:05:39,495 INFO    HandlerThread:7830 [system_monitor.py:probe():211] Finished collecting system info
2023-07-29 23:05:39,495 INFO    HandlerThread:7830 [system_monitor.py:probe():214] Publishing system info
2023-07-29 23:05:39,495 DEBUG   HandlerThread:7830 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-07-29 23:05:39,495 DEBUG   HandlerThread:7830 [system_info.py:_save_pip():67] Saving pip packages done
2023-07-29 23:05:39,496 INFO    HandlerThread:7830 [system_monitor.py:probe():216] Finished publishing system info
2023-07-29 23:05:39,498 DEBUG   SenderThread:7830 [sender.py:send():379] send: files
