2023-07-29 20:27:03,450 INFO    StreamThr :96302 [internal.py:wandb_internal():86] W&B internal server running at pid: 96302, started at: 2023-07-29 20:27:03.449692
2023-07-29 20:27:03,452 DEBUG   HandlerThread:96302 [handler.py:handle_request():144] handle_request: status
2023-07-29 20:27:03,463 INFO    WriterThread:96302 [datastore.py:open_for_write():85] open: /Users/vahid/GitHub/lc_qa_chat/wandb/run-20230729_202703-mlj15m0f/run-mlj15m0f.wandb
2023-07-29 20:27:03,464 DEBUG   SenderThread:96302 [sender.py:send():379] send: header
2023-07-29 20:27:03,479 DEBUG   SenderThread:96302 [sender.py:send():379] send: run
2023-07-29 20:27:03,895 INFO    SenderThread:96302 [dir_watcher.py:__init__():211] watching files in: /Users/vahid/GitHub/lc_qa_chat/wandb/run-20230729_202703-mlj15m0f/files
2023-07-29 20:27:03,896 INFO    SenderThread:96302 [sender.py:_start_run_threads():1122] run started: mlj15m0f with start time 1690658823.451949
2023-07-29 20:27:03,896 DEBUG   SenderThread:96302 [sender.py:send_request():406] send_request: summary_record
2023-07-29 20:27:03,896 INFO    SenderThread:96302 [sender.py:_save_file():1376] saving file wandb-summary.json with policy end
2023-07-29 20:27:03,909 DEBUG   HandlerThread:96302 [handler.py:handle_request():144] handle_request: check_version
2023-07-29 20:27:03,909 DEBUG   SenderThread:96302 [sender.py:send_request():406] send_request: check_version
2023-07-29 20:27:03,983 DEBUG   HandlerThread:96302 [handler.py:handle_request():144] handle_request: run_start
2023-07-29 20:27:03,992 DEBUG   HandlerThread:96302 [system_info.py:__init__():31] System info init
2023-07-29 20:27:03,992 DEBUG   HandlerThread:96302 [system_info.py:__init__():46] System info init done
2023-07-29 20:27:03,992 INFO    HandlerThread:96302 [system_monitor.py:start():181] Starting system monitor
2023-07-29 20:27:03,992 INFO    SystemMonitor:96302 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-07-29 20:27:03,992 INFO    HandlerThread:96302 [system_monitor.py:probe():201] Collecting system info
2023-07-29 20:27:03,993 DEBUG   HandlerThread:96302 [system_info.py:probe():195] Probing system
2023-07-29 20:27:03,993 INFO    SystemMonitor:96302 [interfaces.py:start():190] Started cpu monitoring
2023-07-29 20:27:03,993 INFO    SystemMonitor:96302 [interfaces.py:start():190] Started disk monitoring
2023-07-29 20:27:03,994 INFO    SystemMonitor:96302 [interfaces.py:start():190] Started gpuapple monitoring
2023-07-29 20:27:03,997 INFO    SystemMonitor:96302 [interfaces.py:start():190] Started memory monitoring
2023-07-29 20:27:03,998 INFO    SystemMonitor:96302 [interfaces.py:start():190] Started network monitoring
2023-07-29 20:27:04,003 DEBUG   HandlerThread:96302 [system_info.py:_probe_git():180] Probing git
2023-07-29 20:27:04,018 DEBUG   HandlerThread:96302 [system_info.py:_probe_git():188] Probing git done
2023-07-29 20:27:04,018 DEBUG   HandlerThread:96302 [system_info.py:probe():240] Probing system done
2023-07-29 20:27:04,018 DEBUG   HandlerThread:96302 [system_monitor.py:probe():210] {'os': 'macOS-13.4.1-arm64-arm-64bit', 'python': '3.11.4', 'heartbeatAt': '2023-07-29T19:27:03.993550', 'startedAt': '2023-07-29T19:27:03.433818', 'docker': None, 'cuda': None, 'args': ('app:app', '--reload'), 'state': 'running', 'program': '/Users/vahid/GitHub/lc_qa_chat/venv/bin/uvicorn', 'codePath': 'venv/bin/uvicorn', 'git': {'remote': 'https://github.com/reachusama/lc_qa_chat.git', 'commit': '34a0354319d2935faef4c8faec3dc291d8e14384'}, 'email': 's4217641@glos.ac.uk', 'root': '/Users/vahid/GitHub/lc_qa_chat', 'host': 'Vahids-MacBook-Air.local', 'username': 'vahid', 'executable': '/Users/vahid/GitHub/lc_qa_chat/venv/bin/python3.11', 'cpu_count': 8, 'cpu_count_logical': 8, 'disk': {'total': 228.27386474609375, 'used': 8.440948486328125}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 8.0}}
2023-07-29 20:27:04,018 INFO    HandlerThread:96302 [system_monitor.py:probe():211] Finished collecting system info
2023-07-29 20:27:04,019 INFO    HandlerThread:96302 [system_monitor.py:probe():214] Publishing system info
2023-07-29 20:27:04,019 DEBUG   HandlerThread:96302 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-07-29 20:27:04,019 DEBUG   HandlerThread:96302 [system_info.py:_save_pip():67] Saving pip packages done
2023-07-29 20:27:04,019 INFO    HandlerThread:96302 [system_monitor.py:probe():216] Finished publishing system info
2023-07-29 20:27:04,022 DEBUG   SenderThread:96302 [sender.py:send():379] send: files
2023-07-29 20:27:04,022 INFO    SenderThread:96302 [sender.py:_save_file():1376] saving file wandb-metadata.json with policy now
2023-07-29 20:27:04,026 DEBUG   HandlerThread:96302 [handler.py:handle_request():144] handle_request: stop_status
2023-07-29 20:27:04,026 DEBUG   SenderThread:96302 [sender.py:send_request():406] send_request: stop_status
