2023-07-29 18:12:46,726 INFO    StreamThr :82522 [internal.py:wandb_internal():86] W&B internal server running at pid: 82522, started at: 2023-07-29 18:12:46.726263
2023-07-29 18:12:46,728 DEBUG   HandlerThread:82522 [handler.py:handle_request():144] handle_request: status
2023-07-29 18:12:46,735 INFO    WriterThread:82522 [datastore.py:open_for_write():85] open: /Users/vahid/GitHub/lc_qa_chat/wandb/run-20230729_181246-usr2pcry/run-usr2pcry.wandb
2023-07-29 18:12:46,736 DEBUG   SenderThread:82522 [sender.py:send():379] send: header
2023-07-29 18:12:46,750 DEBUG   SenderThread:82522 [sender.py:send():379] send: run
2023-07-29 18:12:47,241 INFO    SenderThread:82522 [dir_watcher.py:__init__():211] watching files in: /Users/vahid/GitHub/lc_qa_chat/wandb/run-20230729_181246-usr2pcry/files
2023-07-29 18:12:47,242 INFO    SenderThread:82522 [sender.py:_start_run_threads():1122] run started: usr2pcry with start time 1690650766.727884
2023-07-29 18:12:47,242 DEBUG   SenderThread:82522 [sender.py:send_request():406] send_request: summary_record
2023-07-29 18:12:47,242 INFO    SenderThread:82522 [sender.py:_save_file():1376] saving file wandb-summary.json with policy end
2023-07-29 18:12:47,245 DEBUG   HandlerThread:82522 [handler.py:handle_request():144] handle_request: check_version
2023-07-29 18:12:47,245 DEBUG   SenderThread:82522 [sender.py:send_request():406] send_request: check_version
2023-07-29 18:12:47,303 DEBUG   HandlerThread:82522 [handler.py:handle_request():144] handle_request: run_start
2023-07-29 18:12:47,310 DEBUG   HandlerThread:82522 [system_info.py:__init__():31] System info init
2023-07-29 18:12:47,310 DEBUG   HandlerThread:82522 [system_info.py:__init__():46] System info init done
2023-07-29 18:12:47,310 INFO    HandlerThread:82522 [system_monitor.py:start():181] Starting system monitor
2023-07-29 18:12:47,310 INFO    SystemMonitor:82522 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-07-29 18:12:47,310 INFO    HandlerThread:82522 [system_monitor.py:probe():201] Collecting system info
2023-07-29 18:12:47,311 INFO    SystemMonitor:82522 [interfaces.py:start():190] Started cpu monitoring
2023-07-29 18:12:47,311 DEBUG   HandlerThread:82522 [system_info.py:probe():195] Probing system
2023-07-29 18:12:47,311 INFO    SystemMonitor:82522 [interfaces.py:start():190] Started disk monitoring
2023-07-29 18:12:47,311 INFO    SystemMonitor:82522 [interfaces.py:start():190] Started gpuapple monitoring
2023-07-29 18:12:47,313 INFO    SystemMonitor:82522 [interfaces.py:start():190] Started memory monitoring
2023-07-29 18:12:47,314 INFO    SystemMonitor:82522 [interfaces.py:start():190] Started network monitoring
2023-07-29 18:12:47,318 DEBUG   HandlerThread:82522 [system_info.py:_probe_git():180] Probing git
2023-07-29 18:12:47,334 DEBUG   HandlerThread:82522 [system_info.py:_probe_git():188] Probing git done
2023-07-29 18:12:47,334 DEBUG   HandlerThread:82522 [system_info.py:probe():240] Probing system done
2023-07-29 18:12:47,334 DEBUG   HandlerThread:82522 [system_monitor.py:probe():210] {'os': 'macOS-13.4.1-arm64-arm-64bit', 'python': '3.11.4', 'heartbeatAt': '2023-07-29T17:12:47.311603', 'startedAt': '2023-07-29T17:12:46.714967', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/vahid/GitHub/lc_qa_chat/app.py', 'codePath': 'app.py', 'git': {'remote': 'https://github.com/reachusama/lc_qa_chat.git', 'commit': 'ae3e95ab77044a21bd69f1b2de5cfd78416ea309'}, 'email': 's4217641@glos.ac.uk', 'root': '/Users/vahid/GitHub/lc_qa_chat', 'host': 'Vahids-MacBook-Air.local', 'username': 'vahid', 'executable': '/Users/vahid/GitHub/lc_qa_chat/venv/bin/python', 'cpu_count': 8, 'cpu_count_logical': 8, 'disk': {'total': 228.27386474609375, 'used': 8.440948486328125}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 8.0}}
2023-07-29 18:12:47,335 INFO    HandlerThread:82522 [system_monitor.py:probe():211] Finished collecting system info
2023-07-29 18:12:47,335 INFO    HandlerThread:82522 [system_monitor.py:probe():214] Publishing system info
2023-07-29 18:12:47,335 DEBUG   HandlerThread:82522 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-07-29 18:12:47,335 DEBUG   HandlerThread:82522 [system_info.py:_save_pip():67] Saving pip packages done
2023-07-29 18:12:47,336 INFO    HandlerThread:82522 [system_monitor.py:probe():216] Finished publishing system info
